Region,Province,City/Municipality,Type,Barangay
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Angilan
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Bojo
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Bonbon
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Esperanza
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Kandingan
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Kantabogon
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Kawasan
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Olango
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Punay
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Rosario
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Saksak
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Tampa-an
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Toyokon
Region VII (Central Visayas),Cebu,Aloguinsan,Municipality,Zaragosa
Region VII (Central Visayas),Cebu,Argao,Municipality,Alambijud
Region VII (Central Visayas),Cebu,Argao,Municipality,Anajao
Region VII (Central Visayas),Cebu,Argao,Municipality,Apo
Region VII (Central Visayas),Cebu,Argao,Municipality,Balaas
Region VII (Central Visayas),Cebu,Argao,Municipality,Balisong
Region VII (Central Visayas),Cebu,Argao,Municipality,Binlod
Region VII (Central Visayas),Cebu,Argao,Municipality,Bogo
Region VII (Central Visayas),Cebu,Argao,Municipality,Bug-ot
Region VII (Central Visayas),Cebu,Argao,Municipality,Bulasa
Region VII (Central Visayas),Cebu,Argao,Municipality,Butong
Region VII (Central Visayas),Cebu,Argao,Municipality,Calagasan
Region VII (Central Visayas),Cebu,Argao,Municipality,Canbantug
Region VII (Central Visayas),Cebu,Argao,Municipality,Canbanua
Region VII (Central Visayas),Cebu,Argao,Municipality,Cansuje
Region VII (Central Visayas),Cebu,Argao,Municipality,Capio-an
Region VII (Central Visayas),Cebu,Argao,Municipality,Casay
Region VII (Central Visayas),Cebu,Argao,Municipality,Catang
Region VII (Central Visayas),Cebu,Argao,Municipality,Colawin
Region VII (Central Visayas),Cebu,Argao,Municipality,Conalum
Region VII (Central Visayas),Cebu,Argao,Municipality,Guiwanon
Region VII (Central Visayas),Cebu,Argao,Municipality,Gutlang
Region VII (Central Visayas),Cebu,Argao,Municipality,Jampang
Region VII (Central Visayas),Cebu,Argao,Municipality,Jomgao
Region VII (Central Visayas),Cebu,Argao,Municipality,Lamacan
Region VII (Central Visayas),Cebu,Argao,Municipality,Langtad
Region VII (Central Visayas),Cebu,Argao,Municipality,Langub
Region VII (Central Visayas),Cebu,Argao,Municipality,Lapay
Region VII (Central Visayas),Cebu,Argao,Municipality,Lengigon
Region VII (Central Visayas),Cebu,Argao,Municipality,Linut-od
Region VII (Central Visayas),Cebu,Argao,Municipality,Mabasa
Region VII (Central Visayas),Cebu,Argao,Municipality,Mandilikit
Region VII (Central Visayas),Cebu,Argao,Municipality,Mompeller
Region VII (Central Visayas),Cebu,Argao,Municipality,Panadtaran
Region VII (Central Visayas),Cebu,Argao,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Argao,Municipality,Sua
Region VII (Central Visayas),Cebu,Argao,Municipality,Sumaguan
Region VII (Central Visayas),Cebu,Argao,Municipality,Tabayag
Region VII (Central Visayas),Cebu,Argao,Municipality,Talaga
Region VII (Central Visayas),Cebu,Argao,Municipality,Talaytay
Region VII (Central Visayas),Cebu,Argao,Municipality,Talo-ot
Region VII (Central Visayas),Cebu,Argao,Municipality,Tiguib
Region VII (Central Visayas),Cebu,Argao,Municipality,Tulang
Region VII (Central Visayas),Cebu,Argao,Municipality,Tulic
Region VII (Central Visayas),Cebu,Argao,Municipality,Ubaub
Region VII (Central Visayas),Cebu,Argao,Municipality,Usmad
Region VII (Central Visayas),Cebu,Asturias,Municipality,Agbanga
Region VII (Central Visayas),Cebu,Asturias,Municipality,Agtugop
Region VII (Central Visayas),Cebu,Asturias,Municipality,Bago
Region VII (Central Visayas),Cebu,Asturias,Municipality,Bairan
Region VII (Central Visayas),Cebu,Asturias,Municipality,Banban
Region VII (Central Visayas),Cebu,Asturias,Municipality,Baye
Region VII (Central Visayas),Cebu,Asturias,Municipality,Bog-o
Region VII (Central Visayas),Cebu,Asturias,Municipality,Kaluangan
Region VII (Central Visayas),Cebu,Asturias,Municipality,Lanao
Region VII (Central Visayas),Cebu,Asturias,Municipality,Langub
Region VII (Central Visayas),Cebu,Asturias,Municipality,Looc Norte
Region VII (Central Visayas),Cebu,Asturias,Municipality,Lunas
Region VII (Central Visayas),Cebu,Asturias,Municipality,Magcalape
Region VII (Central Visayas),Cebu,Asturias,Municipality,Manguiao
Region VII (Central Visayas),Cebu,Asturias,Municipality,New Bago
Region VII (Central Visayas),Cebu,Asturias,Municipality,Owak
Region VII (Central Visayas),Cebu,Asturias,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Asturias,Municipality,Saksak
Region VII (Central Visayas),Cebu,Asturias,Municipality,San Isidro
Region VII (Central Visayas),Cebu,Asturias,Municipality,San Roque
Region VII (Central Visayas),Cebu,Asturias,Municipality,Santa Lucia
Region VII (Central Visayas),Cebu,Asturias,Municipality,Santa Rita
Region VII (Central Visayas),Cebu,Asturias,Municipality,Tag-amakan
Region VII (Central Visayas),Cebu,Asturias,Municipality,Tagbubonga
Region VII (Central Visayas),Cebu,Asturias,Municipality,Tubigagmanok
Region VII (Central Visayas),Cebu,Asturias,Municipality,Tubod
Region VII (Central Visayas),Cebu,Asturias,Municipality,Ubogon
Region VII (Central Visayas),Cebu,Badian,Municipality,Alawijao
Region VII (Central Visayas),Cebu,Badian,Municipality,Balhaan
Region VII (Central Visayas),Cebu,Badian,Municipality,Banhigan
Region VII (Central Visayas),Cebu,Badian,Municipality,Basak
Region VII (Central Visayas),Cebu,Badian,Municipality,Basiao
Region VII (Central Visayas),Cebu,Badian,Municipality,Bato
Region VII (Central Visayas),Cebu,Badian,Municipality,Bugas
Region VII (Central Visayas),Cebu,Badian,Municipality,Calangcang
Region VII (Central Visayas),Cebu,Badian,Municipality,Candiis
Region VII (Central Visayas),Cebu,Badian,Municipality,Dagatan
Region VII (Central Visayas),Cebu,Badian,Municipality,Dobdob
Region VII (Central Visayas),Cebu,Badian,Municipality,Ginablan
Region VII (Central Visayas),Cebu,Badian,Municipality,Lambug
Region VII (Central Visayas),Cebu,Badian,Municipality,Malabago
Region VII (Central Visayas),Cebu,Badian,Municipality,Malhiao
Region VII (Central Visayas),Cebu,Badian,Municipality,Manduyong
Region VII (Central Visayas),Cebu,Badian,Municipality,Matutinao
Region VII (Central Visayas),Cebu,Badian,Municipality,Patong
Region VII (Central Visayas),Cebu,Badian,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Badian,Municipality,Sanlagan
Region VII (Central Visayas),Cebu,Badian,Municipality,Santicon
Region VII (Central Visayas),Cebu,Badian,Municipality,Sohoton
Region VII (Central Visayas),Cebu,Badian,Municipality,Sulsugan
Region VII (Central Visayas),Cebu,Badian,Municipality,Talayong
Region VII (Central Visayas),Cebu,Badian,Municipality,Taytay
Region VII (Central Visayas),Cebu,Badian,Municipality,Tigbao
Region VII (Central Visayas),Cebu,Badian,Municipality,Tiguib
Region VII (Central Visayas),Cebu,Badian,Municipality,Tubod
Region VII (Central Visayas),Cebu,Badian,Municipality,Zaragosa
Region VII (Central Visayas),Cebu,Balamban,Municipality,Abucayan
Region VII (Central Visayas),Cebu,Balamban,Municipality,Aliwanay
Region VII (Central Visayas),Cebu,Balamban,Municipality,Arpili
Region VII (Central Visayas),Cebu,Balamban,Municipality,Baliwagan
Region VII (Central Visayas),Cebu,Balamban,Municipality,Bayong
Region VII (Central Visayas),Cebu,Balamban,Municipality,Biasong
Region VII (Central Visayas),Cebu,Balamban,Municipality,Buanoy
Region VII (Central Visayas),Cebu,Balamban,Municipality,Cabagdalan
Region VII (Central Visayas),Cebu,Balamban,Municipality,Cabasiangan
Region VII (Central Visayas),Cebu,Balamban,Municipality,Cambuhawe
Region VII (Central Visayas),Cebu,Balamban,Municipality,Cansomoroy
Region VII (Central Visayas),Cebu,Balamban,Municipality,Cantibas
Region VII (Central Visayas),Cebu,Balamban,Municipality,Cantuod
Region VII (Central Visayas),Cebu,Balamban,Municipality,Duangan
Region VII (Central Visayas),Cebu,Balamban,Municipality,Gaas
Region VII (Central Visayas),Cebu,Balamban,Municipality,Ginatilan
Region VII (Central Visayas),Cebu,Balamban,Municipality,Hingatmonan
Region VII (Central Visayas),Cebu,Balamban,Municipality,Lamesa
Region VII (Central Visayas),Cebu,Balamban,Municipality,Liki
Region VII (Central Visayas),Cebu,Balamban,Municipality,Luca
Region VII (Central Visayas),Cebu,Balamban,Municipality,Matun-og
Region VII (Central Visayas),Cebu,Balamban,Municipality,Nangka
Region VII (Central Visayas),Cebu,Balamban,Municipality,Pondol
Region VII (Central Visayas),Cebu,Balamban,Municipality,Prenza
Region VII (Central Visayas),Cebu,Balamban,Municipality,Santa Cruz-Santo Niño
Region VII (Central Visayas),Cebu,Balamban,Municipality,Singsing
Region VII (Central Visayas),Cebu,Balamban,Municipality,Sunog
Region VII (Central Visayas),Cebu,Balamban,Municipality,Vito
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Atop-atop
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Baigad
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Bantigue
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Baod
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Binaobao
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Botigues
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Doong
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Guiwanon
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Hilotongan
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Kabac
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Kabangbang
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Kampingganon
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Kangkaibe
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Lipayran
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Luyongbaybay
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Mojon
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Obo-ob
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Patao
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Putian
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Sillon
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Suba
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Sulangan
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Sungko
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Tamiao
Region VII (Central Visayas),Cebu,Bantayan,Municipality,Ticad
Region VII (Central Visayas),Cebu,Barili,Municipality,Azucena
Region VII (Central Visayas),Cebu,Barili,Municipality,Bagakay
Region VII (Central Visayas),Cebu,Barili,Municipality,Balao
Region VII (Central Visayas),Cebu,Barili,Municipality,Bolocboloc
Region VII (Central Visayas),Cebu,Barili,Municipality,Budbud
Region VII (Central Visayas),Cebu,Barili,Municipality,Bugtong Kawayan
Region VII (Central Visayas),Cebu,Barili,Municipality,Cabcaban
Region VII (Central Visayas),Cebu,Barili,Municipality,Cagay
Region VII (Central Visayas),Cebu,Barili,Municipality,Campangga
Region VII (Central Visayas),Cebu,Barili,Municipality,Candugay
Region VII (Central Visayas),Cebu,Barili,Municipality,Dakit
Region VII (Central Visayas),Cebu,Barili,Municipality,Giloctog
Region VII (Central Visayas),Cebu,Barili,Municipality,Giwanon
Region VII (Central Visayas),Cebu,Barili,Municipality,Guibuangan
Region VII (Central Visayas),Cebu,Barili,Municipality,Gunting
Region VII (Central Visayas),Cebu,Barili,Municipality,Hilasgasan
Region VII (Central Visayas),Cebu,Barili,Municipality,Japitan
Region VII (Central Visayas),Cebu,Barili,Municipality,Kalubihan
Region VII (Central Visayas),Cebu,Barili,Municipality,Kangdampas
Region VII (Central Visayas),Cebu,Barili,Municipality,Luhod
Region VII (Central Visayas),Cebu,Barili,Municipality,Lupo
Region VII (Central Visayas),Cebu,Barili,Municipality,Luyo
Region VII (Central Visayas),Cebu,Barili,Municipality,Maghanoy
Region VII (Central Visayas),Cebu,Barili,Municipality,Maigang
Region VII (Central Visayas),Cebu,Barili,Municipality,Malolos
Region VII (Central Visayas),Cebu,Barili,Municipality,Mantalongon
Region VII (Central Visayas),Cebu,Barili,Municipality,Mantayupan
Region VII (Central Visayas),Cebu,Barili,Municipality,Mayana
Region VII (Central Visayas),Cebu,Barili,Municipality,Minolos
Region VII (Central Visayas),Cebu,Barili,Municipality,Nabunturan
Region VII (Central Visayas),Cebu,Barili,Municipality,Nasipit
Region VII (Central Visayas),Cebu,Barili,Municipality,Pancil
Region VII (Central Visayas),Cebu,Barili,Municipality,Pangpang
Region VII (Central Visayas),Cebu,Barili,Municipality,Paril
Region VII (Central Visayas),Cebu,Barili,Municipality,Patupat
Region VII (Central Visayas),Cebu,Barili,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Barili,Municipality,San Rafael
Region VII (Central Visayas),Cebu,Barili,Municipality,Santa Ana
Region VII (Central Visayas),Cebu,Barili,Municipality,Sayaw
Region VII (Central Visayas),Cebu,Barili,Municipality,Tal-ot
Region VII (Central Visayas),Cebu,Barili,Municipality,Tubod
Region VII (Central Visayas),Cebu,Barili,Municipality,Vito
Region VII (Central Visayas),Cebu,Boljoon,Municipality,Arbor
Region VII (Central Visayas),Cebu,Boljoon,Municipality,Baclayan
Region VII (Central Visayas),Cebu,Boljoon,Municipality,El Pardo
Region VII (Central Visayas),Cebu,Boljoon,Municipality,Granada
Region VII (Central Visayas),Cebu,Boljoon,Municipality,Lower Becerril
Region VII (Central Visayas),Cebu,Boljoon,Municipality,Lunop
Region VII (Central Visayas),Cebu,Boljoon,Municipality,Nangka
Region VII (Central Visayas),Cebu,Boljoon,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Boljoon,Municipality,San Antonio
Region VII (Central Visayas),Cebu,Boljoon,Municipality,South Granada
Region VII (Central Visayas),Cebu,Boljoon,Municipality,Upper Becerril
Region VII (Central Visayas),Cebu,Borbon,Municipality,Bagacay
Region VII (Central Visayas),Cebu,Borbon,Municipality,Bili
Region VII (Central Visayas),Cebu,Borbon,Municipality,Bingay
Region VII (Central Visayas),Cebu,Borbon,Municipality,Bongdo
Region VII (Central Visayas),Cebu,Borbon,Municipality,Bongdo Gua
Region VII (Central Visayas),Cebu,Borbon,Municipality,Bongoyan
Region VII (Central Visayas),Cebu,Borbon,Municipality,Cadaruhan
Region VII (Central Visayas),Cebu,Borbon,Municipality,Cajel
Region VII (Central Visayas),Cebu,Borbon,Municipality,Campusong
Region VII (Central Visayas),Cebu,Borbon,Municipality,Clavera
Region VII (Central Visayas),Cebu,Borbon,Municipality,Don Gregorio Antigua
Region VII (Central Visayas),Cebu,Borbon,Municipality,Laaw
Region VII (Central Visayas),Cebu,Borbon,Municipality,Lugo
Region VII (Central Visayas),Cebu,Borbon,Municipality,Managase
Region VII (Central Visayas),Cebu,Borbon,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Borbon,Municipality,Sagay
Region VII (Central Visayas),Cebu,Borbon,Municipality,San Jose
Region VII (Central Visayas),Cebu,Borbon,Municipality,Tabunan
Region VII (Central Visayas),Cebu,Borbon,Municipality,Tagnucan
Region VII (Central Visayas),Cebu,Carmen,Municipality,Baring
Region VII (Central Visayas),Cebu,Carmen,Municipality,Cantipay
Region VII (Central Visayas),Cebu,Carmen,Municipality,Cantukong
Region VII (Central Visayas),Cebu,Carmen,Municipality,Cantumog
Region VII (Central Visayas),Cebu,Carmen,Municipality,Caurasan
Region VII (Central Visayas),Cebu,Carmen,Municipality,Cogon East
Region VII (Central Visayas),Cebu,Carmen,Municipality,Cogon West
Region VII (Central Visayas),Cebu,Carmen,Municipality,Corte
Region VII (Central Visayas),Cebu,Carmen,Municipality,Dawis Norte
Region VII (Central Visayas),Cebu,Carmen,Municipality,Dawis Sur
Region VII (Central Visayas),Cebu,Carmen,Municipality,Hagnaya
Region VII (Central Visayas),Cebu,Carmen,Municipality,Ipil
Region VII (Central Visayas),Cebu,Carmen,Municipality,Lanipga
Region VII (Central Visayas),Cebu,Carmen,Municipality,Liboron
Region VII (Central Visayas),Cebu,Carmen,Municipality,Lower Natimao-an
Region VII (Central Visayas),Cebu,Carmen,Municipality,Luyang
Region VII (Central Visayas),Cebu,Carmen,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Carmen,Municipality,Puente
Region VII (Central Visayas),Cebu,Carmen,Municipality,Sac-on
Region VII (Central Visayas),Cebu,Carmen,Municipality,Triumfo
Region VII (Central Visayas),Cebu,Carmen,Municipality,Upper Natimao-an
Region VII (Central Visayas),Cebu,Catmon,Municipality,Agsuwao
Region VII (Central Visayas),Cebu,Catmon,Municipality,Amancion
Region VII (Central Visayas),Cebu,Catmon,Municipality,Anapog
Region VII (Central Visayas),Cebu,Catmon,Municipality,Bactas
Region VII (Central Visayas),Cebu,Catmon,Municipality,Basak
Region VII (Central Visayas),Cebu,Catmon,Municipality,Binongkalan
Region VII (Central Visayas),Cebu,Catmon,Municipality,Bongyas
Region VII (Central Visayas),Cebu,Catmon,Municipality,Cabungaan
Region VII (Central Visayas),Cebu,Catmon,Municipality,Cambangkaya
Region VII (Central Visayas),Cebu,Catmon,Municipality,Can-ibuang
Region VII (Central Visayas),Cebu,Catmon,Municipality,Catmondaan
Region VII (Central Visayas),Cebu,Catmon,Municipality,Corazon
Region VII (Central Visayas),Cebu,Catmon,Municipality,Duyan
Region VII (Central Visayas),Cebu,Catmon,Municipality,Flores
Region VII (Central Visayas),Cebu,Catmon,Municipality,Ginabucan
Region VII (Central Visayas),Cebu,Catmon,Municipality,Macaas
Region VII (Central Visayas),Cebu,Catmon,Municipality,Panalipan
Region VII (Central Visayas),Cebu,Catmon,Municipality,San Jose Pob.
Region VII (Central Visayas),Cebu,Catmon,Municipality,Tabili
Region VII (Central Visayas),Cebu,Catmon,Municipality,Tinabyonan
Region VII (Central Visayas),Cebu,City of Bogo,City,Anonang Norte
Region VII (Central Visayas),Cebu,City of Bogo,City,Anonang Sur
Region VII (Central Visayas),Cebu,City of Bogo,City,Banban
Region VII (Central Visayas),Cebu,City of Bogo,City,Binabag
Region VII (Central Visayas),Cebu,City of Bogo,City,Bungtod
Region VII (Central Visayas),Cebu,City of Bogo,City,Carbon
Region VII (Central Visayas),Cebu,City of Bogo,City,Cayang
Region VII (Central Visayas),Cebu,City of Bogo,City,Cogon
Region VII (Central Visayas),Cebu,City of Bogo,City,Dakit
Region VII (Central Visayas),Cebu,City of Bogo,City,Don Pedro Rodriguez
Region VII (Central Visayas),Cebu,City of Bogo,City,Gairan
Region VII (Central Visayas),Cebu,City of Bogo,City,Guadalupe
Region VII (Central Visayas),Cebu,City of Bogo,City,La Paz
Region VII (Central Visayas),Cebu,City of Bogo,City,La Purisima Concepcion
Region VII (Central Visayas),Cebu,City of Bogo,City,Libertad
Region VII (Central Visayas),Cebu,City of Bogo,City,Lourdes
Region VII (Central Visayas),Cebu,City of Bogo,City,Malingin
Region VII (Central Visayas),Cebu,City of Bogo,City,Marangog
Region VII (Central Visayas),Cebu,City of Bogo,City,Nailon
Region VII (Central Visayas),Cebu,City of Bogo,City,Odlot
Region VII (Central Visayas),Cebu,City of Bogo,City,Pandan
Region VII (Central Visayas),Cebu,City of Bogo,City,Polambato
Region VII (Central Visayas),Cebu,City of Bogo,City,Sambag
Region VII (Central Visayas),Cebu,City of Bogo,City,San Vicente
Region VII (Central Visayas),Cebu,City of Bogo,City,Santo Niño
Region VII (Central Visayas),Cebu,City of Bogo,City,Santo Rosario
Region VII (Central Visayas),Cebu,City of Bogo,City,Siocon
Region VII (Central Visayas),Cebu,City of Bogo,City,Sudlonon
Region VII (Central Visayas),Cebu,City of Bogo,City,Taytayan
Region VII (Central Visayas),Cebu,City of Carcar,City,Bolinawan
Region VII (Central Visayas),Cebu,City of Carcar,City,Buenavista
Region VII (Central Visayas),Cebu,City of Carcar,City,Calidngan
Region VII (Central Visayas),Cebu,City of Carcar,City,Can-asujan
Region VII (Central Visayas),Cebu,City of Carcar,City,Guadalupe
Region VII (Central Visayas),Cebu,City of Carcar,City,Liburon
Region VII (Central Visayas),Cebu,City of Carcar,City,Napo
Region VII (Central Visayas),Cebu,City of Carcar,City,Ocana
Region VII (Central Visayas),Cebu,City of Carcar,City,Perrelos
Region VII (Central Visayas),Cebu,City of Carcar,City,Poblacion I
Region VII (Central Visayas),Cebu,City of Carcar,City,Poblacion II
Region VII (Central Visayas),Cebu,City of Carcar,City,Poblacion III
Region VII (Central Visayas),Cebu,City of Carcar,City,Tuyom
Region VII (Central Visayas),Cebu,City of Carcar,City,Valencia
Region VII (Central Visayas),Cebu,City of Carcar,City,Valladolid
Region VII (Central Visayas),Cebu,City of Naga,City,Alfaco
Region VII (Central Visayas),Cebu,City of Naga,City,Bairan
Region VII (Central Visayas),Cebu,City of Naga,City,Balirong
Region VII (Central Visayas),Cebu,City of Naga,City,Cabungahan
Region VII (Central Visayas),Cebu,City of Naga,City,Cantao-an
Region VII (Central Visayas),Cebu,City of Naga,City,Central Poblacion
Region VII (Central Visayas),Cebu,City of Naga,City,Cogon
Region VII (Central Visayas),Cebu,City of Naga,City,Colon
Region VII (Central Visayas),Cebu,City of Naga,City,East Poblacion
Region VII (Central Visayas),Cebu,City of Naga,City,Inayagan
Region VII (Central Visayas),Cebu,City of Naga,City,Inoburan
Region VII (Central Visayas),Cebu,City of Naga,City,Jaguimit
Region VII (Central Visayas),Cebu,City of Naga,City,Lanas
Region VII (Central Visayas),Cebu,City of Naga,City,Langtad
Region VII (Central Visayas),Cebu,City of Naga,City,Lutac
Region VII (Central Visayas),Cebu,City of Naga,City,Mainit
Region VII (Central Visayas),Cebu,City of Naga,City,Mayana
Region VII (Central Visayas),Cebu,City of Naga,City,Naalad
Region VII (Central Visayas),Cebu,City of Naga,City,North Poblacion
Region VII (Central Visayas),Cebu,City of Naga,City,Pangdan
Region VII (Central Visayas),Cebu,City of Naga,City,Patag
Region VII (Central Visayas),Cebu,City of Naga,City,South Poblacion
Region VII (Central Visayas),Cebu,City of Naga,City,Tagjaguimit
Region VII (Central Visayas),Cebu,City of Naga,City,Tangke
Region VII (Central Visayas),Cebu,City of Naga,City,Tinaan
Region VII (Central Visayas),Cebu,City of Naga,City,Tuyan
Region VII (Central Visayas),Cebu,City of Naga,City,Uling
Region VII (Central Visayas),Cebu,City of Naga,City,West Poblacion
Region VII (Central Visayas),Cebu,City of Talisay,City,Biasong
Region VII (Central Visayas),Cebu,City of Talisay,City,Bulacao
Region VII (Central Visayas),Cebu,City of Talisay,City,Cadulawan
Region VII (Central Visayas),Cebu,City of Talisay,City,Camp IV
Region VII (Central Visayas),Cebu,City of Talisay,City,Cansojong
Region VII (Central Visayas),Cebu,City of Talisay,City,Dumlog
Region VII (Central Visayas),Cebu,City of Talisay,City,Jaclupan
Region VII (Central Visayas),Cebu,City of Talisay,City,Lagtang
Region VII (Central Visayas),Cebu,City of Talisay,City,Lawaan I
Region VII (Central Visayas),Cebu,City of Talisay,City,Lawaan II
Region VII (Central Visayas),Cebu,City of Talisay,City,Lawaan III
Region VII (Central Visayas),Cebu,City of Talisay,City,Linao
Region VII (Central Visayas),Cebu,City of Talisay,City,Maghaway
Region VII (Central Visayas),Cebu,City of Talisay,City,Manipis
Region VII (Central Visayas),Cebu,City of Talisay,City,Mohon
Region VII (Central Visayas),Cebu,City of Talisay,City,Poblacion
Region VII (Central Visayas),Cebu,City of Talisay,City,Pooc
Region VII (Central Visayas),Cebu,City of Talisay,City,San Isidro
Region VII (Central Visayas),Cebu,City of Talisay,City,San Roque
Region VII (Central Visayas),Cebu,City of Talisay,City,Tabunoc
Region VII (Central Visayas),Cebu,City of Talisay,City,Tangke
Region VII (Central Visayas),Cebu,City of Talisay,City,Tapul
Region VII (Central Visayas),Cebu,City of Toledo,City,Awihao
Region VII (Central Visayas),Cebu,City of Toledo,City,Bagakay
Region VII (Central Visayas),Cebu,City of Toledo,City,Bato
Region VII (Central Visayas),Cebu,City of Toledo,City,Biga
Region VII (Central Visayas),Cebu,City of Toledo,City,Bulongan
Region VII (Central Visayas),Cebu,City of Toledo,City,Bunga
Region VII (Central Visayas),Cebu,City of Toledo,City,Cabitoonan
Region VII (Central Visayas),Cebu,City of Toledo,City,Calongcalong
Region VII (Central Visayas),Cebu,City of Toledo,City,Cambang-ug
Region VII (Central Visayas),Cebu,City of Toledo,City,Camp 8
Region VII (Central Visayas),Cebu,City of Toledo,City,Canlumampao
Region VII (Central Visayas),Cebu,City of Toledo,City,Cantabaco
Region VII (Central Visayas),Cebu,City of Toledo,City,Capitan Claudio
Region VII (Central Visayas),Cebu,City of Toledo,City,Carmen
Region VII (Central Visayas),Cebu,City of Toledo,City,Daanglungsod
Region VII (Central Visayas),Cebu,City of Toledo,City,Don Andres Soriano
Region VII (Central Visayas),Cebu,City of Toledo,City,Dumlog
Region VII (Central Visayas),Cebu,City of Toledo,City,Gen. Climaco
Region VII (Central Visayas),Cebu,City of Toledo,City,Ibo
Region VII (Central Visayas),Cebu,City of Toledo,City,Ilihan
Region VII (Central Visayas),Cebu,City of Toledo,City,"Juan Climaco, Sr."
Region VII (Central Visayas),Cebu,City of Toledo,City,Landahan
Region VII (Central Visayas),Cebu,City of Toledo,City,Loay
Region VII (Central Visayas),Cebu,City of Toledo,City,Luray II
Region VII (Central Visayas),Cebu,City of Toledo,City,Matab-ang
Region VII (Central Visayas),Cebu,City of Toledo,City,Media Once
Region VII (Central Visayas),Cebu,City of Toledo,City,Pangamihan
Region VII (Central Visayas),Cebu,City of Toledo,City,Poblacion
Region VII (Central Visayas),Cebu,City of Toledo,City,Poog
Region VII (Central Visayas),Cebu,City of Toledo,City,Putingbato
Region VII (Central Visayas),Cebu,City of Toledo,City,Sagay
Region VII (Central Visayas),Cebu,City of Toledo,City,Sam-ang
Region VII (Central Visayas),Cebu,City of Toledo,City,Sangi
Region VII (Central Visayas),Cebu,City of Toledo,City,Santo Niño
Region VII (Central Visayas),Cebu,City of Toledo,City,Subayon
Region VII (Central Visayas),Cebu,City of Toledo,City,Talavera
Region VII (Central Visayas),Cebu,City of Toledo,City,Tubod
Region VII (Central Visayas),Cebu,City of Toledo,City,Tungkay
Region VII (Central Visayas),Cebu,Compostela,Municipality,Bagalnga
Region VII (Central Visayas),Cebu,Compostela,Municipality,Basak
Region VII (Central Visayas),Cebu,Compostela,Municipality,Buluang
Region VII (Central Visayas),Cebu,Compostela,Municipality,Cabadiangan
Region VII (Central Visayas),Cebu,Compostela,Municipality,Cambayog
Region VII (Central Visayas),Cebu,Compostela,Municipality,Canamucan
Region VII (Central Visayas),Cebu,Compostela,Municipality,Cogon
Region VII (Central Visayas),Cebu,Compostela,Municipality,Dapdap
Region VII (Central Visayas),Cebu,Compostela,Municipality,Estaca
Region VII (Central Visayas),Cebu,Compostela,Municipality,Lupa
Region VII (Central Visayas),Cebu,Compostela,Municipality,Magay
Region VII (Central Visayas),Cebu,Compostela,Municipality,Mulao
Region VII (Central Visayas),Cebu,Compostela,Municipality,Panangban
Region VII (Central Visayas),Cebu,Compostela,Municipality,Poblacion
Region VII (Central Visayas),Cebu,Compostela,Municipality,Tag-ube
Region VII (Central Visayas),Cebu,Compostela,Municipality,Tamiao
